scenario_key,age,premium_term_number,premium_term_label,income_start_year,income_start_age,valid,blockers,notes,estimation_method,source_pdf_count,source_ages,source_labels,annualised_premium_basis,min_annualised_premium,max_annualised_premium,total_planned_premium,target_monthly_income,annualised_income,monthly_income_per_100k_annualised_premium,annualised_income_per_100k_annualised_premium,annual_income_rate_per_total_premium_pct,projection_years,maturity_age,projection_truncated,projection_end_age,current_illustrated_yield_pct_pa,guaranteed_illustrated_yield_pct_pa,total_distribution_cost_pct,final_net_irr_pct,reference_year,reference_age,reference_surrender_value,reference_policy_value,reference_cumulative_income,reference_total_benefits,total_projected_income,final_surrender_value,final_death_benefit,total_benefits_at_projection,net_illustrated_yield_pct_pa,index_account_assumption_pct_pa,blended_drag_vs_index_assumption_pct,face_amount_estimate,total_premium_charge_estimate,total_policy_fee_estimate,total_admin_fee_estimate,total_fee_estimate,policy_value_booster_estimate,net_fees_after_booster,effect_of_deductions,y1_policy_value,y1_surrender_value,y1_death_benefit,income_start_annual_income,income_start_cumulative_income,income_start_surrender_value,y10_annual_income,y10_cumulative_income,y10_surrender_value,y20_annual_income,y20_cumulative_income,y20_surrender_value,y40_annual_income,y40_cumulative_income,y40_surrender_value,final_policy_year,final_age
AGE32_4PAY_PY19,32,4,4 Years,19,51,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 69; the projection stops at attained age 101, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,56,A56 4 Years / PY3; A56 4 Years / PY14,100000,25000,41500000,400000,3705.325758,44463.909091,3705.325758,44463.909091,11.115977,69,125,true,101,5.016364,-1.31,10.32,4.80872,40,72,738766,738766,913898.82,1652664.82,2155908.64,741079,741079,2896987.64,5.016364,6.35,1.333636,400000,29000,252999.96,168453.94,450453.9,140160,310293.9,2262514.64,87104,23104,105000,44463.91,44463.91,685374.55,0,0,540372.27,40874.64,85338.55,685930.91,44701.27,913898.82,738766,69,101
AGE32_4PAY_PY20,32,4,4 Years,20,52,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 20 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Source illustrations end at policy year 69; the projection stops at attained age 101, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,56,A56 4 Years / PY3; A56 4 Years / PY14,100000,25000,41500000,400000,3817.916667,45815,3817.916667,45815,11.45375,69,125,true,101,5.035,-1.31,10.32,4.721593,40,72,749629.5,749629.5,885202.5,1634832,2147765,751976.5,751976.5,2899741.5,5.035,6.35,1.315,400000,29000,252999.96,170796.56,452796.52,140160,312636.52,2244392,87104,23104,105000,45815,45815,696771,0,0,547165,45815,45815,696771,45527,885202.5,749629.5,69,101
AGE32_4PAY_PY21,32,4,4 Years,21,53,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Income start year 21 is beyond the illustrated start years in the parsed source PIs for this premium term; the estimate is held at the clamped extrapolation bound and may understate the deferral benefit.; Source illustrations end at policy year 69; the projection stops at attained age 101, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",extrapolated_sparse,2,56,A56 4 Years / PY3; A56 4 Years / PY14,100000,25000,41500000,400000,3817.916667,45815,3817.916667,45815,11.45375,69,125,true,101,5.035,-1.31,10.32,4.591611,40,72,749629.5,749629.5,839675.5,1589305,2104317.5,751976.5,751976.5,2856294,5.035,6.35,1.315,400000,29000,252999.96,170796.56,452796.52,140160,312636.52,2244392,87104,23104,105000,45815,45815,697679,0,0,547165,0,0,696771,45524,839675.5,749629.5,69,101
AGE32_5PAY_PY3,32,5,5 Years,3,35,true,,"Selected age is estimated from source age 46 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Source illustrations end at policy year 79; the projection stops at attained age 111, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",age_shifted_source,1,46,A46 5 Years / PY3,100000,20000,33200000,500000,80.833333,970,80.833333,970,0.194,79,125,true,111,4.4,-1.33,10.32,4.604682,40,72,486337,486337,898803,1385140,1997399,488386,488386,2485785,4.4,6.35,1.95,500000,35000,316249.95,132923.39,484173.34,175200,308973.34,3430366,84505,4505,105000,970,970,200000,22467,140245,401187,22504,365117,421236,28108,898803,486337,79,111
AGE32_5PAY_PY4,32,5,5 Years,4,36,true,,"Selected age is estimated from source age 46 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Source illustrations end at policy year 79; the projection stops at attained age 111, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",age_shifted_source,1,46,A46 5 Years / PY4,100000,20000,33200000,500000,890.083333,10681,890.083333,10681,2.1362,79,125,true,111,4.4,-1.33,10.32,4.607072,40,72,487373,487373,900015,1387388,2000949,489427,489427,2490376,4.4,6.35,1.95,500000,35000,316249.95,133206.73,484456.68,175200,309256.68,3428171,84505,4505,105000,10681,10681,300000,22526,139662,402219,22564,365131,422269,28168,900015,487373,79,111
AGE32_5PAY_PY5,32,5,5 Years,5,37,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 111, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",interpolated_sparse,2,46,A46 5 Years / PY4; A46 5 Years / PY6,100000,20000,33200000,500000,1424.375,17092.5,1424.375,17092.5,3.4185,79,125,true,111,4.435,-1.33,10.32,4.643506,40,72,502092,502092,916691.5,1418783.5,2050875.5,504207.5,504207.5,2555083,4.435,6.35,1.915,500000,35000,316249.95,137147.36,488397.31,175200,313197.31,3398844.5,84505,4505,105000,17092.5,17092.5,402261.5,23374.5,130855,416891,23412.5,364809.5,436956.5,29019,916691.5,502092,79,111
AGE32_5PAY_PY6,32,5,5 Years,6,38,true,,"Selected age is estimated from source age 46 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Source illustrations end at policy year 79; the projection stops at attained age 111, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",age_shifted_source,1,46,A46 5 Years / PY6,100000,20000,33200000,500000,1958.666667,23504,1958.666667,23504,4.7008,79,125,true,111,4.47,-1.33,10.32,4.66711,40,72,516811,516811,931663,1448474,2099094,518988,518988,2618082,4.47,6.35,1.88,500000,35000,316249.95,141087.99,492337.94,175200,317137.94,3369518,84505,4505,105000,23504,23504,400000,24222,120348,431563,24261,362787,451644,29870,931663,516811,79,111
AGE32_5PAY_PY7,32,5,5 Years,7,39,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 111, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",interpolated_sparse,2,46,A46 5 Years / PY6; A46 5 Years / PY13,100000,20000,33200000,500000,2099.154762,25189.857143,2099.154762,25189.857143,5.037971,79,125,true,111,4.512857,-1.33,10.32,4.754525,40,72,546873.29,546873.29,966409.57,1513282.86,2201779.29,549177.14,549177.14,2750956.43,4.512857,6.35,1.837143,500000,35000,316249.95,148638.35,499888.3,175200,324688.3,3319815.29,84505,4505,105000,25189.86,25189.86,405924,25955,103020.57,451557.86,26761,363564.14,481641.43,31607.86,966409.57,546873.29,79,111
AGE32_5PAY_PY8,32,5,5 Years,8,40,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 111, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",interpolated_sparse,2,46,A46 5 Years / PY6; A46 5 Years / PY13,100000,20000,33200000,500000,2239.642857,26875.714286,2239.642857,26875.714286,5.375143,79,125,true,111,4.555714,-1.33,10.32,4.820422,40,72,576935.57,576935.57,997676.43,1574612,2300977,579366.29,579366.29,2880343.29,4.555714,6.35,1.794286,500000,35000,316249.95,156188.71,507438.66,175200,332238.66,3270112.57,84505,4505,105000,26875.71,26875.71,426029.29,27687.14,82223.14,471552.71,27731.14,359338.29,511638.86,33346.43,997676.43,576935.57,79,111
AGE32_5PAY_PY9,32,5,5 Years,9,41,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 111, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",interpolated_sparse,2,46,A46 5 Years / PY6; A46 5 Years / PY13,100000,20000,33200000,500000,2380.130952,28561.571429,2380.130952,28561.571429,5.712314,79,125,true,111,4.598571,-1.33,10.32,4.868098,40,72,606997.86,606997.86,1025463,1632460.86,2396685.86,609555.43,609555.43,3006241.29,4.598571,6.35,1.751429,500000,35000,316249.95,163739.08,514989.03,175200,339789.03,3220409.86,84505,4505,105000,28561.57,28561.57,462783.14,29395.43,57957,491547.57,29465.29,352403.71,541636.29,35084.29,1025463,606997.86,79,111
AGE32_5PAY_PY10,32,5,5 Years,10,42,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 111, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",interpolated_sparse,2,46,A46 5 Years / PY6; A46 5 Years / PY13,100000,20000,33200000,500000,2520.619048,30247.428571,2520.619048,30247.428571,6.049486,79,125,true,111,4.641429,-1.33,10.32,4.900439,40,72,637060.14,637060.14,1049770.29,1686830.43,2488904.57,639744.57,639744.57,3128649.14,4.641429,6.35,1.708571,500000,35000,316249.95,171289.44,522539.39,175200,347339.39,3170707.14,84505,4505,105000,30247.43,30247.43,511542.43,30247.43,30247.43,511542.43,31198.57,341996.57,571633.71,36822.14,1049770.29,637060.14,79,111
AGE32_5PAY_PY11,32,5,5 Years,11,43,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 111, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",interpolated_sparse,2,46,A46 5 Years / PY6; A46 5 Years / PY13,100000,20000,33200000,500000,2661.107143,31933.285714,2661.107143,31933.285714,6.386657,79,125,true,111,4.684286,-1.33,10.32,4.919931,40,72,667122.43,667122.43,1070598.43,1737720.86,2577631.86,669933.71,669933.71,3247565.57,4.684286,6.35,1.665714,500000,35000,316249.95,178839.8,530089.75,175200,354889.75,3121004.43,84505,4505,105000,31933.29,31933.29,567848.57,0,0,531537.29,32932,328118,601631.14,38559,1070598.43,667122.43,79,111
AGE32_5PAY_PY12,32,5,5 Years,12,44,true,,"Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Source illustrations end at policy year 79; the projection stops at attained age 111, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",interpolated_sparse,2,46,A46 5 Years / PY6; A46 5 Years / PY13,100000,20000,33200000,500000,2801.595238,33619.142857,2801.595238,33619.142857,6.723829,79,125,true,111,4.727143,-1.33,10.32,4.928691,40,72,697184.71,697184.71,1087948.71,1785133.43,2662866.57,700122.86,700122.86,3362989.43,4.727143,6.35,1.622857,500000,35000,316249.95,186390.16,537640.11,175200,362440.11,3071301.71,84505,4505,105000,33619.14,33619.14,623160.57,0,0,551532.14,34665.14,310768,631628.57,40295.14,1087948.71,697184.71,79,111
AGE32_5PAY_PY13,32,5,5 Years,13,45,true,,"Selected age is estimated from source age 46 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 32 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Source illustrations end at policy year 79; the projection stops at attained age 111, before maturity age 125. Total projected income and final values are to the final projected year, not to maturity.",age_shifted_source,1,46,A46 5 Years / PY13,100000,20000,33200000,500000,2942.083333,35305,2942.083333,35305,7.061,79,125,true,111,4.77,-1.33,10.32,4.92851,40,72,727247,727247,1101822,1829069,2744607,730312,730312,3474919,4.77,6.35,1.58,500000,35000,316249.95,193940.52,545190.47,175200,369990.47,3021599,84505,4505,105000,35305,35305,654683,0,0,571527,36398,289947,661626,42032,1101822,727247,79,111
